f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,y
29/12/2017,21,1.0,77,1.5,297,-2.5,0.0,0.0,0.0,Winter,No Holiday,Yes,282
13/01/2018,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,Winter,No Holiday,Yes,102
04/07/2018,5,24.2,86,0.2,2000,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,316
13/09/2018,22,22.8,70,1.0,2000,17.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1713
27/12/2017,0,-7.9,37,2.2,2000,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,133
30/10/2018,9,3.7,49,1.9,1961,-6.0,0.89,0.0,0.0,Autumn,No Holiday,Yes,982
20/04/2018,19,22.9,35,1.8,714,6.6,0.22,0.0,0.0,Spring,No Holiday,Yes,1578
10/06/2018,22,21.5,55,1.8,2000,12.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1634
18/02/2018,9,-4.1,30,0.5,2000,-19.1,0.28,0.0,0.0,Winter,No Holiday,Yes,137
03/10/2018,18,21.5,43,1.8,2000,8.3,0.26,0.0,0.0,Autumn,Holiday,Yes,2235
03/01/2018,9,-6.8,44,1.7,1858,-17.0,0.16,0.0,0.0,Winter,No Holiday,Yes,342
31/01/2018,23,-4.7,53,1.3,2000,-12.8,0.0,0.0,1.6,Winter,No Holiday,Yes,132
19/09/2018,23,20.4,57,0.9,2000,11.5,0.0,0.0,0.0,Autumn,No Holiday,No,0
04/09/2018,10,23.1,73,3.1,2000,17.9,2.24,0.0,0.0,Autumn,No Holiday,Yes,822
14/06/2018,12,21.2,75,0.7,876,16.5,1.07,0.0,0.0,Summer,No Holiday,Yes,945
02/04/2018,16,23.0,47,4.1,1417,11.0,2.0,0.0,0.0,Spring,No Holiday,Yes,1218
02/11/2018,0,7.2,64,1.0,1639,0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,642
17/01/2018,0,3.5,62,0.4,382,-3.1,0.0,0.0,0.0,Winter,No Holiday,Yes,204
23/08/2018,19,30.0,59,2.2,1970,21.1,0.01,0.0,0.0,Summer,No Holiday,Yes,582
12/06/2018,7,17.1,77,1.5,1748,13.0,0.49,0.0,0.0,Summer,No Holiday,Yes,1573
17/05/2018,3,21.8,98,0.6,113,21.4,0.0,2.5,0.0,Spring,No Holiday,Yes,38
25/08/2018,2,22.9,82,2.1,1829,19.6,0.0,0.0,0.0,Summer,No Holiday,Yes,708
03/12/2017,10,4.4,89,2.2,257,2.7,0.24,0.0,0.0,Winter,No Holiday,Yes,200
31/03/2018,4,10.4,73,1.7,801,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,163
10/09/2018,23,20.8,51,1.7,2000,10.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1223
07/10/2018,17,19.4,32,3.2,2000,2.2,0.63,0.0,0.0,Autumn,No Holiday,Yes,2255
06/04/2018,20,4.3,59,4.6,991,-3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,508
29/06/2018,1,22.0,96,0.1,387,21.3,0.0,0.1,0.0,Summer,No Holiday,Yes,460
18/01/2018,3,3.6,74,1.7,273,-0.6,0.0,0.0,0.0,Winter,No Holiday,Yes,95
16/06/2018,22,22.8,69,1.7,1656,16.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1995
16/11/2018,0,7.8,57,0.3,792,-0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,683
05/12/2017,0,-6.1,42,2.6,2000,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,216
24/07/2018,8,29.9,59,0.8,1727,21.0,1.03,0.0,0.0,Summer,No Holiday,Yes,1820
10/01/2018,0,-5.2,82,0.8,152,-7.7,0.0,0.5,0.5,Winter,No Holiday,Yes,61
14/12/2017,14,-2.7,28,0.7,1857,-18.7,0.65,0.0,0.0,Winter,No Holiday,Yes,294
17/04/2018,9,12.0,39,0.6,1386,-1.5,1.44,0.0,0.0,Spring,No Holiday,Yes,1013
07/02/2018,0,-12.3,47,0.4,1848,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes,116
06/01/2018,13,0.9,28,2.4,1895,-15.6,1.18,0.0,0.0,Winter,No Holiday,Yes,356
24/05/2018,4,11.7,64,1.6,1578,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,161
06/09/2018,23,23.9,71,4.7,1982,18.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,562
07/12/2017,12,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,Winter,No Holiday,Yes,431
16/03/2018,11,8.2,45,2.4,1992,-3.0,2.38,0.0,0.0,Spring,No Holiday,Yes,557
08/07/2018,4,18.4,57,1.1,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,277
30/03/2018,20,14.3,63,2.6,936,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1045
13/03/2018,23,13.4,81,2.6,958,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,572
25/05/2018,15,25.1,25,2.7,1959,3.6,2.2,0.0,0.0,Spring,No Holiday,Yes,1306
04/10/2018,5,13.2,73,0.9,1857,8.4,0.0,0.0,0.0,Autumn,No Holiday,No,0
06/08/2018,3,28.6,81,1.1,1105,25.0,0.0,0.0,0.0,Summer,No Holiday,Yes,219
24/10/2018,22,11.6,71,0.2,1858,6.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1281
25/10/2018,5,7.8,85,0.9,1542,5.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,193
20/04/2018,21,19.2,50,1.5,842,8.5,0.0,0.0,0.0,Spring,No Holiday,Yes,1213
21/05/2018,18,21.6,48,2.5,1884,10.1,0.61,0.0,0.0,Spring,No Holiday,Yes,3069
23/03/2018,17,11.2,27,3.5,1585,-7.1,1.19,0.0,0.0,Spring,No Holiday,Yes,1108
02/06/2018,3,18.9,63,1.5,1007,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,475
28/05/2018,12,26.3,44,1.8,2000,13.0,3.24,0.0,0.0,Spring,No Holiday,Yes,1139
24/11/2018,5,3.2,27,1.6,2000,-14.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,95
05/01/2018,7,-5.3,53,1.1,1300,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,327
26/09/2018,15,24.7,35,1.2,2000,8.1,2.28,0.0,0.0,Autumn,No Holiday,Yes,2170
20/11/2018,17,9.8,28,2.4,1983,-7.8,0.29,0.0,0.0,Autumn,No Holiday,Yes,1269
01/01/2018,12,1.5,20,2.8,1992,-19.0,1.03,0.0,0.0,Winter,Holiday,Yes,225
03/06/2018,1,19.2,57,0.8,1985,10.4,0.0,0.0,0.0,Summer,No Holiday,Yes,902
25/06/2018,14,32.3,35,1.8,982,14.8,2.71,0.0,0.0,Summer,No Holiday,Yes,1016
26/05/2018,13,27.8,31,2.0,1326,9.1,3.29,0.0,0.0,Spring,No Holiday,Yes,1441
26/07/2018,14,33.0,56,2.5,879,23.0,1.33,0.0,0.0,Summer,No Holiday,Yes,706
24/02/2018,21,0.7,31,1.3,1923,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,232
23/12/2017,21,5.6,77,0.9,212,1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,279
19/03/2018,10,9.1,77,2.7,1587,5.2,0.27,0.0,0.0,Spring,No Holiday,Yes,292
27/09/2018,22,17.9,50,1.0,2000,7.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1801
12/10/2018,6,5.8,67,1.1,2000,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,412
29/09/2018,21,20.1,54,1.2,2000,10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1781
17/04/2018,19,14.5,31,3.1,1558,-2.4,0.25,0.0,0.0,Spring,No Holiday,Yes,1356
22/01/2018,11,2.4,27,0.9,1796,-14.7,0.47,0.0,0.0,Winter,No Holiday,Yes,277
10/08/2018,14,35.1,44,1.6,2000,21.0,2.25,0.0,0.0,Summer,No Holiday,Yes,658
18/05/2018,16,17.0,82,1.9,2000,13.8,0.84,0.0,0.0,Spring,No Holiday,Yes,1182
21/10/2018,20,13.8,52,1.6,1341,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1306
12/01/2018,16,-5.8,21,1.1,2000,-24.6,0.66,0.0,0.0,Winter,No Holiday,Yes,196
01/01/2018,8,-5.0,55,1.0,2000,-12.6,0.0,0.0,0.0,Winter,Holiday,Yes,89
05/03/2018,16,11.0,39,1.2,2000,-2.4,1.96,0.0,0.0,Spring,No Holiday,Yes,718
08/09/2018,18,25.7,38,1.5,2000,10.3,0.64,0.0,0.0,Autumn,No Holiday,Yes,2255
12/06/2018,9,21.1,60,0.9,1998,13.0,2.18,0.0,0.0,Summer,No Holiday,Yes,1317
26/04/2018,16,21.7,23,2.5,1404,-0.3,1.97,0.0,0.0,Spring,No Holiday,Yes,1386
15/12/2017,15,0.1,35,1.5,946,-13.5,0.42,0.0,0.0,Winter,No Holiday,Yes,342
01/02/2018,23,-4.5,55,0.4,1908,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,143
24/04/2018,11,14.1,62,1.6,2000,6.9,1.08,0.0,0.0,Spring,No Holiday,Yes,710
30/11/2018,18,4.7,34,1.9,1661,-9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1384
11/03/2018,20,6.7,32,1.9,1722,-8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,530
30/12/2017,5,-1.2,81,0.8,258,-4.0,0.0,0.0,0.0,Winter,No Holiday,Yes,52
27/02/2018,19,6.1,44,1.0,750,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,616
24/12/2017,9,4.6,94,0.9,90,3.7,0.0,6.4,0.0,Winter,Holiday,Yes,3
10/03/2018,13,8.2,42,3.1,1261,-3.9,2.66,0.0,0.0,Spring,No Holiday,Yes,757
18/08/2018,11,28.4,35,1.6,2000,11.4,2.82,0.0,0.0,Summer,No Holiday,Yes,857
06/04/2018,8,5.9,90,2.8,1820,4.3,0.32,0.0,0.0,Spring,No Holiday,Yes,1235
06/03/2018,23,3.5,44,0.9,1905,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,361
09/03/2018,2,2.8,74,1.2,415,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,155
13/01/2018,15,-1.5,62,0.9,957,-7.8,0.28,0.0,0.0,Winter,No Holiday,Yes,251
14/04/2018,1,14.1,25,1.8,2000,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,513
18/12/2017,6,-5.2,85,0.9,271,-7.3,0.0,0.4,1.3,Winter,No Holiday,Yes,45
11/04/2018,10,13.3,51,4.1,1487,3.3,2.17,0.0,0.0,Spring,No Holiday,No,0
30/11/2018,7,-1.2,70,0.8,1351,-5.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,750
08/04/2018,5,1.3,51,1.6,2000,-7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,59
18/10/2018,22,11.6,61,0.2,2000,4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1302
29/09/2018,19,22.5,43,0.4,2000,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,2021
21/10/2018,16,20.2,24,2.5,1881,-1.0,1.31,0.0,0.0,Autumn,No Holiday,Yes,1976
26/04/2018,15,21.9,23,2.6,1463,-0.1,2.66,0.0,0.0,Spring,No Holiday,Yes,1227
20/09/2018,16,19.5,75,2.1,2000,14.9,0.38,0.0,0.0,Autumn,No Holiday,Yes,912
15/10/2018,4,11.0,82,0.1,951,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,152
04/02/2018,23,-10.3,48,2.0,2000,-19.2,0.0,0.0,0.0,Winter,No Holiday,Yes,77
28/01/2018,20,-7.0,30,2.8,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes,113
14/03/2018,1,13.7,73,2.2,1182,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,309
01/11/2018,2,4.4,64,1.4,2000,-1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,362
19/03/2018,17,8.5,59,2.7,1927,0.9,0.16,0.0,0.0,Spring,No Holiday,Yes,605
01/02/2018,19,-1.8,32,1.5,2000,-16.3,0.0,0.0,0.0,Winter,No Holiday,Yes,344
16/05/2018,10,22.8,95,1.7,176,21.9,0.05,1.0,0.0,Spring,No Holiday,Yes,81
21/10/2018,8,7.9,67,1.1,1210,2.1,0.28,0.0,0.0,Autumn,No Holiday,Yes,534
25/01/2018,1,-16.1,42,2.2,2000,-26.0,0.0,0.0,0.7,Winter,No Holiday,Yes,68
05/01/2018,2,-5.3,52,1.6,1481,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,118
17/01/2018,18,5.2,62,2.9,503,-1.5,0.01,0.0,0.0,Winter,No Holiday,Yes,501
14/03/2018,20,17.2,60,2.5,1993,9.3,0.0,0.0,0.0,Spring,No Holiday,Yes,1275
11/10/2018,15,13.0,39,3.7,2000,-0.6,1.09,0.0,0.0,Autumn,No Holiday,Yes,1054
20/12/2017,7,-8.1,67,0.9,1737,-13.1,0.0,0.0,2.0,Winter,No Holiday,Yes,213
14/10/2018,11,16.2,41,1.0,878,2.9,2.11,0.0,0.0,Autumn,No Holiday,Yes,1056
09/09/2018,10,22.9,45,1.5,2000,10.3,2.1,0.0,0.0,Autumn,No Holiday,Yes,928
10/11/2018,19,12.1,67,1.5,430,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,957
01/09/2018,3,21.6,87,0.3,1579,19.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,514
28/04/2018,18,18.9,30,2.6,1995,0.9,1.05,0.0,0.0,Spring,No Holiday,Yes,1882
16/12/2017,18,-5.3,28,3.5,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,212
19/08/2018,9,26.3,50,0.7,1980,15.0,1.28,0.0,0.0,Summer,No Holiday,Yes,645
25/01/2018,15,-9.7,28,3.7,2000,-24.8,1.0,0.0,0.5,Winter,No Holiday,Yes,130
20/01/2018,23,0.8,53,1.7,382,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,164
03/03/2018,6,0.5,42,0.9,1543,-10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,71
21/09/2018,10,18.4,96,2.0,1124,17.7,0.32,1.0,0.0,Autumn,No Holiday,Yes,78
08/08/2018,20,31.0,66,2.9,1857,23.8,0.02,0.0,0.0,Summer,No Holiday,Yes,1822
19/05/2018,19,22.6,34,1.5,2000,5.9,0.51,0.0,0.0,Spring,No Holiday,Yes,2140
14/02/2018,11,6.3,67,3.5,1179,0.6,0.52,0.0,0.0,Winter,No Holiday,Yes,288
27/04/2018,7,10.1,63,0.7,1163,3.3,0.22,0.0,0.0,Spring,No Holiday,Yes,1129
05/07/2018,3,23.5,81,0.9,878,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,376
17/02/2018,22,-2.7,42,2.2,2000,-13.8,0.0,0.0,0.0,Winter,Holiday,Yes,123
30/06/2018,7,22.5,86,0.6,299,20.0,0.07,0.0,0.0,Summer,No Holiday,Yes,468
31/05/2018,15,26.9,37,2.7,1850,10.9,2.9,0.0,0.0,Spring,No Holiday,Yes,1280
12/05/2018,15,13.3,97,0.8,194,12.8,0.12,3.0,0.0,Spring,No Holiday,Yes,17
02/05/2018,12,17.3,95,0.7,155,16.4,0.16,3.5,0.0,Spring,No Holiday,Yes,63
27/10/2018,20,7.6,44,4.2,2000,-3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,775
31/03/2018,2,11.0,73,1.5,816,6.3,0.0,0.0,0.0,Spring,No Holiday,Yes,397
19/01/2018,13,4.7,26,2.6,1370,-13.2,1.11,0.0,0.0,Winter,No Holiday,Yes,341
25/11/2018,5,2.1,94,0.4,248,1.2,0.0,0.0,2.5,Autumn,No Holiday,Yes,88
07/01/2018,10,-1.8,40,1.8,1555,-13.6,0.48,0.0,0.0,Winter,No Holiday,Yes,179
14/11/2018,9,7.1,61,0.5,1493,0.0,0.57,0.0,0.0,Autumn,No Holiday,Yes,1019
18/03/2018,12,9.8,46,1.2,710,-1.2,1.13,0.0,0.0,Spring,No Holiday,Yes,751
04/03/2018,20,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,26
17/07/2018,17,31.8,52,2.4,1438,20.7,1.93,0.0,0.0,Summer,No Holiday,Yes,1591
30/08/2018,23,24.3,71,0.8,1549,18.6,0.0,0.0,0.0,Summer,No Holiday,Yes,1173
04/06/2018,6,18.9,53,0.3,1871,9.1,0.04,0.0,0.0,Summer,No Holiday,Yes,742
12/01/2018,22,-6.9,39,1.6,2000,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes,186
07/04/2018,11,4.7,26,4.8,1927,-13.2,1.55,0.0,0.0,Spring,No Holiday,Yes,553
14/06/2018,18,24.0,61,1.5,1935,16.0,0.26,0.0,0.0,Summer,No Holiday,Yes,2962
13/03/2018,7,7.2,56,0.5,545,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,668
12/02/2018,3,-8.5,35,2.7,2000,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,21
27/04/2018,22,14.7,63,1.4,554,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1278
10/12/2017,15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,Winter,No Holiday,Yes,180
31/07/2018,13,36.1,38,1.0,2000,19.5,3.12,0.0,0.0,Summer,No Holiday,Yes,623
02/07/2018,11,21.7,97,0.5,591,21.1,0.25,8.0,0.0,Summer,No Holiday,Yes,153
23/06/2018,4,21.6,47,0.4,1985,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,375
11/04/2018,17,16.2,22,4.1,2000,-5.5,1.73,0.0,0.0,Spring,No Holiday,No,0
01/03/2018,17,0.4,37,5.2,1366,-12.6,1.23,0.0,0.0,Spring,Holiday,Yes,423
02/02/2018,3,-6.3,63,0.9,1425,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes,65
10/12/2017,0,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes,326
17/05/2018,23,20.0,98,1.8,589,19.6,0.0,2.5,0.0,Spring,No Holiday,Yes,35
13/07/2018,9,26.6,73,2.2,1147,21.3,1.01,0.0,0.0,Summer,No Holiday,Yes,1240
01/04/2018,13,17.9,60,2.2,1248,10.0,0.86,0.0,0.0,Spring,No Holiday,Yes,1156
07/01/2018,5,-5.6,58,0.7,1350,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,40
02/06/2018,1,20.2,57,0.4,1428,11.4,0.0,0.0,0.0,Summer,No Holiday,Yes,989
16/02/2018,2,-4.1,38,1.2,1996,-16.3,0.0,0.0,0.0,Winter,Holiday,Yes,47
10/05/2018,6,11.4,80,1.0,885,8.0,0.02,0.0,0.0,Spring,No Holiday,No,0
24/11/2018,14,3.0,82,1.7,1589,0.2,0.55,0.0,5.0,Autumn,No Holiday,Yes,298
14/12/2017,12,-4.9,34,1.3,1768,-18.3,0.6,0.0,0.0,Winter,No Holiday,Yes,278
20/01/2018,15,6.3,55,3.0,355,-2.0,0.68,0.0,0.0,Winter,No Holiday,Yes,406
08/07/2018,6,17.8,58,1.1,2000,9.4,0.04,0.0,0.0,Summer,No Holiday,Yes,267
15/06/2018,11,22.9,57,1.4,1918,13.9,2.24,0.0,0.0,Summer,No Holiday,Yes,1118
17/01/2018,1,3.3,64,0.4,339,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,183
29/05/2018,19,22.3,71,2.5,1268,16.7,0.14,0.0,0.0,Spring,No Holiday,Yes,477
08/08/2018,8,28.6,80,1.6,708,24.8,0.49,0.0,0.0,Summer,No Holiday,Yes,1693
23/04/2018,6,9.1,95,2.7,373,8.3,0.0,7.0,0.0,Spring,No Holiday,Yes,5
09/12/2017,16,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,Winter,No Holiday,Yes,546
03/03/2018,15,16.0,14,2.2,1828,-11.5,2.33,0.0,0.0,Spring,No Holiday,Yes,1238
03/01/2018,6,-6.7,48,2.4,1991,-15.9,0.0,0.0,0.0,Winter,No Holiday,Yes,137
20/10/2018,0,11.3,71,1.2,1997,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,891
31/12/2017,14,3.0,28,3.8,1956,-13.7,1.1,0.0,0.0,Winter,Holiday,Yes,262
31/03/2018,1,11.5,77,2.0,593,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,502
18/01/2018,22,0.7,45,2.0,1084,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,318
27/11/2018,21,7.5,35,1.8,656,-7.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,777
03/07/2018,17,32.4,50,2.2,2000,20.6,1.92,0.0,0.0,Summer,No Holiday,Yes,1783
04/06/2018,13,27.4,30,2.0,1768,8.2,3.03,0.0,0.0,Summer,No Holiday,Yes,1085
11/08/2018,19,33.8,44,2.2,2000,19.8,0.3,0.0,0.0,Summer,No Holiday,Yes,1482
09/09/2018,2,18.1,57,0.3,2000,9.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,589
08/08/2018,21,29.7,71,3.2,1934,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1783
04/04/2018,6,11.7,95,0.7,2000,10.9,0.0,2.0,0.0,Spring,No Holiday,Yes,172
09/12/2017,6,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,76
19/09/2018,16,25.6,41,1.2,1594,11.3,0.65,0.0,0.0,Autumn,No Holiday,No,0
15/01/2018,17,6.5,40,0.8,804,-6.1,0.23,0.0,0.0,Winter,No Holiday,Yes,455
23/12/2017,20,5.9,75,1.5,222,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,258
22/03/2018,12,8.3,36,2.5,1665,-5.9,2.7,0.0,0.0,Spring,No Holiday,Yes,668
31/03/2018,17,17.3,36,3.4,1722,2.0,0.8,0.0,0.0,Spring,No Holiday,Yes,1531
02/04/2018,4,15.7,79,1.2,628,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes,86
01/10/2018,1,13.9,57,2.0,2000,5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,402
09/10/2018,22,16.7,55,1.9,2000,7.6,0.0,0.0,0.0,Autumn,Holiday,No,0
08/07/2018,10,22.5,48,1.6,1940,10.9,2.33,0.0,0.0,Summer,No Holiday,Yes,867
28/07/2018,8,29.6,75,0.4,749,24.6,0.66,0.0,0.0,Summer,No Holiday,Yes,606
21/11/2018,1,6.9,86,0.7,533,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,159
31/08/2018,4,23.2,83,1.6,1102,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,170
17/11/2018,19,6.0,44,0.8,1758,-5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,735
26/12/2017,16,-1.9,17,3.3,2000,-23.7,0.61,0.0,0.0,Winter,No Holiday,Yes,282
21/10/2018,15,20.9,23,1.5,1892,-1.0,1.87,0.0,0.0,Autumn,No Holiday,Yes,1891
09/01/2018,1,-1.9,69,5.0,791,-6.8,0.0,0.0,1.0,Winter,No Holiday,Yes,107
26/12/2017,22,-7.2,38,3.1,2000,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,213
23/08/2018,17,30.8,59,2.2,2000,21.8,0.41,0.0,0.0,Summer,No Holiday,Yes,1249
27/05/2018,6,17.3,62,1.4,1293,9.9,0.03,0.0,0.0,Spring,No Holiday,Yes,234
09/10/2018,16,19.0,39,1.4,2000,4.7,0.89,0.0,0.0,Autumn,Holiday,No,0
06/04/2018,19,4.8,48,3.8,1126,-5.3,0.17,0.0,0.0,Spring,No Holiday,Yes,659
31/07/2018,9,30.9,47,1.0,2000,18.2,1.62,0.0,0.0,Summer,No Holiday,Yes,860
13/10/2018,13,18.3,33,1.9,1324,1.7,2.53,0.0,0.0,Autumn,No Holiday,Yes,1652
29/09/2018,3,15.5,73,1.0,2000,10.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,493
25/10/2018,9,10.3,64,1.0,1544,3.7,0.91,0.0,0.0,Autumn,No Holiday,Yes,1168
02/03/2018,17,4.3,21,2.5,1961,-16.1,1.13,0.0,0.0,Spring,No Holiday,Yes,631
25/10/2018,4,8.5,83,1.2,1577,5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,161
01/08/2018,11,35.8,41,1.6,1795,20.4,2.77,0.0,0.0,Summer,No Holiday,Yes,521
19/11/2018,14,10.6,34,2.8,920,-4.6,1.07,0.0,0.0,Autumn,No Holiday,Yes,793
17/06/2018,23,21.7,74,1.4,920,16.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1323
20/04/2018,23,17.3,57,0.6,807,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,891
20/12/2017,22,-1.6,82,0.4,929,-4.2,0.0,0.0,2.3,Winter,No Holiday,Yes,184
26/01/2018,8,-17.8,40,2.5,2000,-28.1,0.0,0.0,0.5,Winter,No Holiday,Yes,322
05/10/2018,5,17.6,57,1.1,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,223
31/05/2018,10,20.8,54,1.2,1129,11.1,2.45,0.0,0.0,Spring,No Holiday,Yes,936
05/09/2018,1,20.9,66,1.1,2000,14.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,748
06/08/2018,6,28.3,83,1.1,900,25.1,0.0,0.0,0.0,Summer,No Holiday,Yes,546
30/06/2018,12,25.2,94,2.8,166,24.1,0.39,6.4,0.0,Summer,No Holiday,Yes,858
13/01/2018,1,-6.5,45,0.5,1964,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes,168
21/07/2018,16,36.8,30,2.8,1756,16.3,2.41,0.0,0.0,Summer,No Holiday,Yes,883
06/04/2018,11,8.3,69,4.1,1217,2.9,1.81,0.0,0.0,Spring,No Holiday,Yes,598
25/08/2018,10,26.3,67,3.2,1673,19.6,1.48,0.0,0.0,Summer,No Holiday,Yes,858
03/11/2018,12,16.5,37,1.8,1060,1.7,2.14,0.0,0.0,Autumn,No Holiday,No,0
29/11/2018,8,0.8,44,1.7,1439,-10.0,0.02,0.0,0.0,Autumn,No Holiday,Yes,1635
27/05/2018,22,18.6,50,1.0,1830,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,1374
01/06/2018,0,20.1,63,1.1,1698,12.8,0.0,0.0,0.0,Summer,No Holiday,Yes,963
16/10/2018,0,13.3,64,1.7,860,6.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,726
29/01/2018,9,-10.8,34,2.9,1975,-23.6,0.17,0.0,0.0,Winter,No Holiday,Yes,217
08/09/2018,14,26.8,31,2.8,2000,8.2,2.96,0.0,0.0,Autumn,No Holiday,Yes,1554
16/02/2018,23,-2.0,51,3.2,1336,-10.8,0.0,0.0,0.0,Winter,Holiday,Yes,84
27/04/2018,12,19.5,40,1.1,1055,5.5,2.89,0.0,0.0,Spring,No Holiday,Yes,1142
16/11/2018,2,7.7,63,1.0,704,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,376
19/07/2018,20,29.8,62,2.9,1931,21.7,0.08,0.0,0.0,Summer,No Holiday,Yes,2114
22/12/2017,23,5.8,74,2.5,832,1.5,0.0,0.0,0.0,Winter,Holiday,Yes,249
10/10/2018,18,12.2,45,3.1,2000,0.5,0.16,0.0,0.0,Autumn,No Holiday,Yes,2514
14/05/2018,20,21.4,64,2.1,411,14.3,0.02,0.0,0.0,Spring,No Holiday,Yes,1965
03/09/2018,23,21.7,97,0.8,838,21.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,486
10/12/2017,4,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,71
